,,Real effective exchange rate (index; narrow definition; 27 economies) - Australia - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Austria - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Belgium - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Canada - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Chinese Taipei - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Denmark - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Euro area - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Finland - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - France - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Germany - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Greece - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Hong Kong SAR - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Ireland - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Italy - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Japan - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Korea - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Mexico - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Netherlands - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - New Zealand - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Norway - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Portugal - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Singapore - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Spain - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Sweden - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Switzerland - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - United Kingdom - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - United States - BIS - Monthly
Date string,,Australia,Austria,Belgium,Canada,Chinese Taipei,Denmark,Euro area,Finland,France,Germany,Greece,Hong Kong SAR,Ireland,Italy,Japan,Korea,Mexico,Netherlands,New Zealand,Norway,Portugal,Singapore,Spain,Sweden,Switzerland,United Kingdom,United States
1972-10-31,1972-10-31,115.16,79.37,98.08,140.58,94.16,92.07,91.6,97.75,115.34,109.74,91.93,89.27,92.55,113.32,79.88,124.11,141.15,92.14,92.48,117.78,86.74,99.17,77.85,185.29,66.93,139.4,103.28
1972-11-30,1972-11-30,115.51,79.25,98.66,139.75,92.97,92.45,91.88,97.87,115.28,110.21,92.24,91.27,90.95,113.62,79.72,121.82,142.01,92.66,93.16,118.64,87,100.26,77.75,185.24,67.53,137.68,103.76
1972-12-31,1972-12-31,116.75,79.42,98.89,138.58,94.12,92.5,91.7,97.32,114.34,110.3,93.61,89.8,90.27,113.71,79.96,121.3,141.56,92.45,93.04,118.23,88.21,102.08,77.98,187.14,68.04,137.52,103.59
1973-01-31,1973-01-31,123.23,79.8,98.99,139.01,91.06,92.71,91.98,97.48,113.37,110.77,93.48,90.71,93.68,113.6,80.14,120.84,143.09,92.82,92.12,117.72,89.2,100.91,78,186.59,69.03,137.11,103.17
1973-02-28,1973-02-28,125.8,80.2,99.44,137.8,87.9,93.1,92.64,96.85,115.18,112.39,87.45,101.08,92.15,110.71,84.9,115.12,142.08,93.89,93.25,120.21,89.24,104.76,77.21,185.92,72.13,135.1,98.95
1973-03-31,1973-03-31,127.4,80.34,99.74,134.81,88.39,94.5,93.4,96.13,116.79,115.53,86.13,98.3,90.44,106.11,90.11,110.12,140.18,94.02,93.81,122.83,88.3,106.88,77.7,184.09,73.99,132.64,95.96
1973-04-30,1973-04-30,128.3,80.21,98.86,135.15,89.2,96.27,92.53,96.95,116.28,115.55,87.75,97.09,92.57,103.98,90.02,110.02,141.25,93.72,94.46,122.9,88.49,108.02,78.97,180.87,73.39,135.65,95.98
1973-05-31,1973-05-31,127.73,80.11,98.86,134.28,88.86,94.94,92.99,96.87,117.04,115.91,87.58,97.42,92.28,103.27,90.35,108.93,141.65,93.93,93.24,123.27,88.4,111.02,78.4,180.92,73.84,137.08,94.97
1973-06-30,1973-06-30,126.78,81.45,99.42,134.13,88.05,95.98,95.73,96.71,119.19,122.04,86.05,101.29,90.84,97.7,88.49,106.61,140.7,95.27,92.34,125.9,89.85,118.98,76.11,184.72,74.3,134.2,93.5
1973-07-31,1973-07-31,125.77,84.53,99.81,134.42,88.84,99.48,99.22,97.02,119.96,130.06,80.55,103.06,89.1,95.53,87.06,105.39,142.88,95.05,93.19,126.83,91.66,125.51,73.58,185.77,77.34,127.58,91.37
1973-08-31,1973-08-31,126.67,83.82,98.29,134,90.57,98.47,97.48,99.16,116.67,126.82,82.29,105,88.03,99.44,87.41,106.18,143.28,94.76,93.91,122.83,90.47,126.01,77.13,184.66,74.88,127.05,93.22
1973-09-30,1973-09-30,131.04,82.98,97.99,133.24,93.4,97.96,97.95,98.55,116.59,125.69,86.06,106.59,85.98,101.02,89.18,105.91,146.28,97.71,99.34,123.54,90.94,122.92,78.12,181.85,73.99,124,92.32
1973-10-31,1973-10-31,131.7,83.39,97.63,133.29,99.75,101.19,97.91,97.55,117.2,124.68,92.38,103.14,86.85,99.8,87.79,104.99,146.5,100.95,101.08,123.47,91.97,126.03,77.78,181.79,73.94,125.57,91.71
1973-11-30,1973-11-30,135.15,82.67,96.39,134.9,103.55,98.51,95.47,100.28,116.49,121.55,104.27,99.77,87.56,99.73,85.29,108.18,148.68,97.72,102.34,125.01,91.44,127.55,80.15,181.37,74.43,127.67,93.75
1973-12-31,1973-12-31,136.47,82.04,95.3,134.73,103.6,96.31,93.35,100.65,114.28,120.77,101.79,100.05,86.03,100.12,87.61,110.67,153.57,95.28,100.34,126.53,91.1,125.18,82.8,177.4,75.87,127.08,94.05
1974-01-31,1974-01-31,139.11,82.05,94.75,136.57,115.01,96.46,90.04,101.32,109.44,118.66,109.05,105.3,88.99,99.18,85.95,116.29,159.83,94.98,98.05,126.46,92.14,127.71,85.11,174.74,75.31,127.27,95.35
1974-02-28,1974-02-28,135.27,82.17,96.66,136.62,127.96,96.45,89.54,101.58,108.72,119.77,103.77,103.26,87.78,96.49,87.76,117.81,159.84,96.06,96.37,126.78,97.99,128.16,80.9,177.55,76.36,127.85,92.47
1974-03-31,1974-03-31,132.83,82.33,96.9,136.38,126.09,95.74,90.81,101.43,109.21,119.9,103.35,102.7,87.34,98.37,88.9,118.67,157.68,96.55,96.77,126.62,99.29,127.6,79.57,177.34,76.3,127.73,90.94
1974-04-30,1974-04-30,131.22,83.21,97.85,136.58,122.49,99.18,91.15,102.86,106.31,122.18,101.19,99.24,90.9,96.78,91.09,118.11,157.65,97.47,96.55,127.06,98.6,125.43,79.94,177.29,74.86,131.36,89.09
1974-05-31,1974-05-31,131.58,84.83,100.14,138.3,120.04,99.98,91.79,103.21,104.62,123.15,100.25,98.4,89.95,96.31,89.69,117.26,157.19,98.33,96.81,127.62,99.05,124.93,80.58,177.8,77.39,131.41,88.88
1974-06-30,1974-06-30,134.09,86.27,101.9,138.16,119.81,99.15,91.27,105.27,108.31,118.24,103.02,100.45,89.52,96.26,88.98,116.66,158.25,97.36,97.17,126.81,97.86,123.81,81.92,176.35,76.35,132.33,89.89
1974-07-31,1974-07-31,135.52,85.86,102.28,136.76,120.85,102.4,91.94,105.54,109.47,117.84,101.21,102.13,92,97.44,87.23,118.74,158.73,97.3,97.63,127.73,98.26,122.99,82.06,174.69,76.41,131.41,90.22
1974-08-31,1974-08-31,138.48,85.42,102.16,136.9,122.66,101.12,91.73,106.14,110.99,115.42,100.01,101.78,91.02,98.62,84.31,123.26,159.33,97.68,97.9,127.29,98.78,123.3,83.5,175.33,77.13,130.33,91.69
1974-09-30,1974-09-30,135.3,84.38,101.68,135.4,125.11,98.21,91.09,106.62,111.43,112.99,102.57,101.04,89.64,100.41,85.72,123.66,160.04,97.65,95.58,126.83,102.22,123.52,83.93,174.34,77.68,129.42,91.88
1974-10-31,1974-10-31,122.16,85.04,102.07,135.7,122.88,102.41,91.26,104.83,111.54,113.99,101.5,101.05,92.19,98.91,86.5,120.39,160.4,98.42,90.82,125,100.47,125.6,83.2,178.65,79.04,130.2,91.18
1974-11-30,1974-11-30,121.73,85.5,102.75,134.62,122.93,102.42,92.09,104.76,111.04,115.73,99.78,102.18,90.19,98.13,85.48,120.46,163.44,98.68,90.76,124.45,99.25,128.67,83.92,179.88,82.59,128.88,90.42
1974-12-31,1974-12-31,123.16,86.46,103.46,135.12,121.71,101.96,93.35,105.55,113.16,116.08,99.1,103.24,88.61,97.67,85.47,103.5,163.76,99.25,90.96,126.18,98.63,127.56,84.15,182.34,85.5,128.5,90.72
1975-01-31,1975-01-31,123.78,87.43,104.46,132.98,118.59,102,95.42,107.52,114.98,117.8,96.66,101.75,94.04,97.46,85.25,101.61,163.74,99.84,90.85,130.59,97.56,129.12,82.43,182.21,85.87,128.82,89.55
1975-02-28,1975-02-28,125,87.69,105.32,132.1,116.36,102.09,95.74,108.22,115.61,117.46,94.96,103.35,93.18,97.84,86.43,101.53,162.6,99.83,90.91,130.88,97.47,129.39,81.49,182.41,85.88,129.62,88.56
1975-03-31,1975-03-31,126.37,87.34,105.46,131.62,114.02,102.04,96.12,107.71,117.14,116.64,96.71,98.98,92.41,97.41,87.41,102.17,162.99,101.46,91.3,132.6,99.44,126.52,81.09,183.2,84.76,131.6,87.76
1975-04-30,1975-04-30,126.29,86.33,104.52,130.81,114.77,101.84,95.65,108.63,118.7,114.74,97.27,96.03,95.85,98.77,87.52,105.34,163.4,100.77,91.35,131.56,98.96,123.22,81.86,181.44,82.42,133.73,88.13
1975-05-31,1975-05-31,125.44,86.15,104.03,128.88,113.59,102.27,95.95,108.28,122.17,114.35,96.06,95.58,92.23,98.61,87.15,108.05,164.4,100.49,90.94,131.13,97.82,123.84,81.74,183.34,83.52,134.29,87.72
1975-06-30,1975-06-30,124.24,86.57,103.33,129.72,115.75,102.88,96.18,108.39,123.48,114.77,95.04,95.38,90.13,98.78,86,109.21,166.31,99.6,91.34,132.74,100.16,122.5,81.36,183.85,83.59,133.51,87.8
1975-07-31,1975-07-31,122.94,86.45,103.12,130.66,117,101.32,93.76,109.99,121.83,112.4,89.62,94.51,88.19,99.09,86.45,112.37,167.62,97.99,91.6,132.29,99.2,117.51,83.59,182.73,82.38,132.82,90.04
1975-08-31,1975-08-31,123.08,85.87,102.7,131.84,118.67,99.89,92.12,110.87,121.38,109.79,89.91,94.93,87.3,99.71,86.48,116.11,169.77,98.32,81.72,128.35,98.5,115.69,85.67,180.85,82.46,132.9,91.17
1975-09-30,1975-09-30,123.63,85.16,101.81,132.74,117.85,99.64,91.31,111.26,120.4,109.1,90.91,95.5,86.55,99.59,87.7,119.48,169.75,98.75,78.19,128.02,99.1,114.2,86.48,177,82.34,132.6,91.18
1975-10-31,1975-10-31,125.1,85.3,102.27,132.98,118.45,97.49,91.78,111.15,121.7,109.45,92.63,96.15,87.04,99.33,87.49,120.23,169.36,99.38,77.91,128.58,99.35,112.86,85.17,179.58,82.99,131.1,90.9
1975-11-30,1975-11-30,127.35,84.88,102.69,134.99,117.15,97.67,91.73,111.83,122.01,108.98,90.68,95.19,86.17,99.91,86.65,118.98,169.82,99.17,78.45,128.65,100.59,112.93,85.11,180.61,83.23,131.69,91.09
1975-12-31,1975-12-31,128.53,84.92,102.52,135.4,115.36,97.07,91.44,112.82,121.73,108.01,92.45,94.69,85.26,100.58,85.83,120,171.11,98.65,78.9,128.82,102.91,112.99,86.33,180.88,83.97,131.91,91.69
1976-01-31,1976-01-31,128.17,85.83,102.92,136,116.12,95.81,91.34,114.45,121.22,108.7,92.95,94.79,90.87,97.47,87.02,119.41,173.2,98.92,79.36,128.57,107.23,112.1,86.35,182.84,84.57,132.06,90.61
1976-02-29,1976-02-29,128,86.07,103.21,137.88,115.47,96.1,90.79,115.56,122.68,111.7,93.09,94.3,90.26,90.56,88.07,119.55,175.94,99.46,79.97,129.13,105.52,111.23,80.44,183.25,85.16,132.77,89.8
1976-03-31,1976-03-31,128.25,86.79,104.63,139.47,116.41,101.09,90,116.99,120.73,113.47,94.85,95.87,88.04,86.37,88.84,121.62,177.35,99.77,79.93,131.19,104.87,109.56,80.77,184.94,86.01,128.78,89.9
1976-04-30,1976-04-30,127.67,87.78,106.01,139.64,115.69,103.2,89.72,117.28,120.38,114.94,95.21,96.09,89.21,82.49,91.27,121.81,178.05,101.83,79,133.67,99.32,107.85,82.21,186.24,87.3,124.43,89.58
1976-05-31,1976-05-31,127.59,86.87,106.04,140.17,114.47,103.44,89.91,116.58,119.49,113.16,94.66,96.31,87.24,86.42,91.19,121.88,177.64,100.77,79.08,133.71,95.52,108.1,85.27,186.9,88.22,122.63,89.79
1976-06-30,1976-06-30,127.43,87,105.37,141.57,113.88,102.5,89.71,116.33,119.41,112.87,95.54,97.32,85.91,87.96,91.19,123.06,177.75,100.39,79.06,134.98,95.23,107.58,84.55,187.45,89.4,120.25,90.17
1976-07-31,1976-07-31,127.45,87.39,105.81,141.76,113.26,101.6,89.36,118.65,116.97,112.16,93.48,96.32,87.5,89.63,92.63,124.14,178.07,100.09,79.79,134.7,97.08,106.43,84.56,185.91,88.53,121.07,89.74
1976-08-31,1976-08-31,128.43,88.51,106.86,138.88,113.21,102.45,89.37,118.55,113.36,113.48,91.04,97.57,86.15,89.65,92.53,124.45,179.2,101.59,80.23,134.96,99.3,105.89,84.31,187.42,88.1,122.01,89.77
1976-09-30,1976-09-30,129.65,88.77,108.35,141.09,111.71,105.44,90.63,118.04,114.29,113.83,91.95,97.88,83.27,89.16,95.87,123.63,114.16,104.21,79.2,135.23,99.36,104.41,85.33,188.3,87.11,118.16,91.41
1976-10-31,1976-10-31,132.18,89.75,110.44,141.76,110.89,107.21,92.13,118.4,112.26,115.87,91.83,97.46,82.45,89.5,94.73,122.16,116.77,106.64,77.74,136.76,99.96,104.49,85.41,194.17,87.66,112.88,91.59
1976-11-30,1976-11-30,131.33,89.48,110.94,140.34,110.82,107.45,93.06,118.68,112.15,116.43,92.16,99.08,81.76,89.82,93.09,122.35,103.69,107.24,77.6,137.37,100.38,105.2,86.01,195.87,87.33,113.16,92.64
1976-12-31,1976-12-31,115,89.88,111.78,134.92,111.04,107.24,93.33,118.64,111.11,116.61,93.16,98.45,82.31,89.69,93.6,121.97,127.15,107.14,77.18,137.34,101.27,104.98,85.73,196.33,85.82,115.81,91.39
1977-01-31,1977-01-31,117.11,90.44,111,136.25,110.97,104.96,92.86,120,110.7,116.51,91.68,100.73,85.58,88.64,94.54,121.09,126.9,105.49,78.38,136.68,99.22,104.84,87.43,193.38,83.44,120.04,90.35
1977-02-28,1977-02-28,116.46,89.98,110.79,133.36,111.28,103.83,92.73,120.01,110.5,115.63,90.9,101.98,84.89,89.6,96.36,122.26,118.25,105.36,78.57,136.03,99.84,104.05,87.66,192.95,81.81,119.71,90.88
1977-03-31,1977-03-31,116.92,90.17,110.34,130.94,109.57,104.93,93.01,121.07,110.68,115.44,92.64,100.87,84.36,89.6,97.7,122.5,118.73,105.6,79.2,137.62,89.15,102.07,89.71,193.56,79.65,120.13,90.76
1977-04-30,1977-04-30,116.91,89.89,110.34,130.36,108.6,102.81,93.23,113.72,110.91,115.23,93.42,99.19,86.29,89.37,100.12,120.47,119.36,107.04,79.73,136.1,90.88,99.5,90.06,187.7,79.41,121.16,90.13
1977-05-31,1977-05-31,117.05,89.77,111.14,131.49,108.53,102.93,93.7,113.08,111.27,115.28,93.45,96.76,85.51,89.74,99.6,121.07,119.25,107.13,80.41,136.4,90.81,99.77,89.7,187.89,78.8,121.28,89.87
1977-06-30,1977-06-30,117.12,90.03,111.23,129.71,110.89,101.76,93.41,113.08,111.41,114.97,93.32,97.45,84.74,89.69,100,121.05,119.31,105.25,80.77,136.11,89.86,98.99,90.96,187.49,79.6,121.88,89.71
1977-07-31,1977-07-31,117.36,91.49,111.41,129.71,109.18,101.75,94.38,113.78,113.52,116.86,93.04,97.21,84.94,89.32,101.53,120.55,119.31,105.12,81,135.85,90.65,98.81,79.44,188.54,80.54,119.66,88.66
1977-08-31,1977-08-31,115.73,90.81,111.94,127.56,113.92,101.58,94.2,114.99,113.36,115.28,91.63,96.61,85.5,90.51,100.33,121.93,121.51,105.38,81.57,134.82,91.44,100.27,78.05,184.04,80.51,121.47,88.74
1977-09-30,1977-09-30,116.09,89.95,111.94,128.37,111.62,100.79,94.47,113.22,113.45,114.82,93.88,95.92,85.49,91.51,101.66,121.61,123.27,105.6,82.2,132.16,87.05,100.54,79.22,170.46,81.44,121.98,88.48
1977-10-31,1977-10-31,116.42,90.31,111.22,125.34,108.06,103.16,94.48,112.31,113.71,114.81,94.85,94.26,86.75,91.18,106.25,118.42,123.84,105.24,82.62,129.91,86.89,98.18,79.45,169.91,83.41,121.79,87.3
1977-11-30,1977-11-30,116.34,89.83,110.67,123.84,104.58,102.39,94.12,110.08,112.49,115.27,95.11,92.54,87.41,90.97,108.57,117.01,123.93,104.57,83.23,128.61,86.44,99.09,80.1,168.81,85.06,124.13,86.57
1977-12-31,1977-12-31,115.83,90.41,112.72,124.81,102.5,102.68,95.29,109.3,111.07,117.71,95.4,91.41,87.19,89.06,108.4,116.37,124.62,105.53,83.61,130.53,86.77,101.06,79.96,167.15,87.87,123.95,85.23
1978-01-31,1978-01-31,114.88,90.7,113.98,123.93,102.91,103.22,95.72,109.56,110.72,117.86,93.58,92.38,89.83,88.11,106.81,118.28,126.15,105.35,84.01,132.12,86.94,99.66,80.47,169.1,89.57,126.22,84.37
1978-02-28,1978-02-28,113.86,91.01,114.91,122.61,102.65,104.17,95.77,106.29,106.9,119.21,90.88,92.66,89.04,89.27,106.66,119.5,126.88,106.36,83.88,127.79,86.11,99.82,80.42,169.87,92.39,126.17,84.09
1978-03-31,1978-03-31,112.86,91.08,115.03,121.03,100.79,104.63,97.12,103.99,108.95,119.81,90.41,91.07,86.66,89.12,110.33,118.57,126.83,107.92,83.36,126.07,84.14,97.27,80.5,168.4,91.09,122.57,83.41
1978-04-30,1978-04-30,111.86,90.49,113.47,118.21,100.6,104.22,97.26,103.34,112.54,118.6,90.15,90.23,85.27,88.7,116.01,115.83,126.91,107.77,82.62,124.73,86.61,95.47,81.07,168.68,90.27,119.06,82.93
1978-05-31,1978-05-31,112.06,89.77,111.79,121.99,101.05,104.68,96.24,104.23,114.02,116.51,91.03,89.35,84.79,89.77,114.51,117.64,127.76,106.2,82.9,124.24,81.75,95.72,82.24,169.61,88.67,118.63,83.81
1978-06-30,1978-06-30,111.25,89.49,110.56,120.79,98.58,104.13,95.64,102.47,114.56,115.86,91.51,87.77,84.18,90.06,118.62,117.96,127.61,105.16,82.77,124.07,79.06,94.21,83.46,168.38,90.91,118.84,82.96
1978-07-31,1978-07-31,109.19,88.75,109.52,120.08,100.42,102.3,95.11,102.15,116.98,114.03,89.23,86.04,87.03,89.55,125.23,115.41,127.56,104.24,82.45,122.59,78.64,93.26,84.97,167.1,92.48,119.67,80.8
1978-08-31,1978-08-31,107.43,89.15,110.16,117.28,99.58,101.8,94.84,102.22,116.68,113.62,85.18,83.98,86.79,88.55,130.87,112.37,127.37,104.48,82.38,122.3,77.57,93.24,87.43,166.31,97.07,120.06,79.28
1978-09-30,1978-09-30,107.07,88.44,110.69,113.48,100.27,102.28,94.94,102.47,115.37,113.37,85.79,82.32,86.56,89.46,130.04,113.66,127.94,105.07,82.52,123.31,77.13,92.7,88.7,165.75,101.76,119.92,79.49
1978-10-31,1978-10-31,106.5,89.34,112.87,111.45,98.41,105.74,97.98,101.97,114.88,116.64,85.62,81.49,86.73,88.05,131.42,111.5,127.1,107.36,82.48,125.39,77.21,92.89,89.97,164.25,99.14,118.12,78.12
1978-11-30,1978-11-30,107.22,88.73,112.81,113.5,100.13,106.07,97.6,103.01,114.61,116.27,86.69,81.31,86.38,87.72,125.74,114.73,128.93,106.93,83.26,124.75,76.86,94.68,91.03,165.38,93.19,119.16,79.9
1978-12-31,1978-12-31,107.46,89.12,112.69,112.77,99.85,105.48,98.75,101.91,115.12,117.14,87.97,81.2,86.57,87.47,122.13,115.46,129.75,106.9,83.83,122.99,77.23,95.29,91.67,164.78,92.45,120.35,80.31
1979-01-31,1979-01-31,106.83,89.56,113.3,111.34,99.28,105.83,100.54,102.12,115.84,118.22,90.64,82.3,89.5,87.59,119.74,115.58,132.87,106.78,83.81,121.36,75.6,94.88,92.68,164.12,91.25,120.43,80.21
1979-02-28,1979-02-28,106.43,89.37,113,111.24,99.84,105.69,100.47,102.94,115.39,117.64,89.78,82.55,89.15,88.32,116.51,119.76,133.65,106.6,84.29,120.72,75.33,94.26,94.02,164.03,91.67,120.71,81.05
1979-03-31,1979-03-31,106.01,88.82,111.66,113.55,101.06,104.98,100.62,102.93,115.35,117.33,91.68,82.39,89.71,88.92,112.95,121.98,134.37,106.99,85.26,120.31,75.09,93.52,94.72,163.55,91.15,122.72,81.3
1979-04-30,1979-04-30,105.93,87.84,110.03,116.4,103.47,103.64,99.94,103.3,114.83,115.87,92.78,80.31,91.23,90.06,108.28,125.76,134.05,105.82,86.5,119.68,75.66,93.14,97.72,163.6,89.58,127.06,82.13
1979-05-31,1979-05-31,106.06,87.16,108.59,115.5,103.8,103.03,99.15,103.63,114.33,115.31,93.35,80.88,89.39,90.17,107.43,129.21,134.62,104.32,87.08,118.98,76.36,93.1,101.87,164.48,89.29,127.14,82.93
1979-06-30,1979-06-30,106.29,87.1,108.47,113.25,103.65,101.38,99.2,103.87,114.61,115.68,93.13,79.92,88.29,90.11,105.81,129.31,134.66,103.12,86.71,118.2,75.37,93.03,101.15,164.51,90.49,130.38,83.26
1979-07-31,1979-07-31,105.82,87.66,108.91,112.91,102.07,102.75,99.58,103.42,114.97,115.66,91.91,78.66,90.15,90.16,105.14,126.71,133.79,102.28,84.73,116.47,73.96,93.47,99.18,163.08,89.66,139.58,81.83
1979-08-31,1979-08-31,106.51,87.65,108.7,111.77,104.86,103.49,99.75,103.61,115.39,114.93,90.32,80.47,89.35,91.26,102.53,127.15,134.95,102.51,85.23,116.19,74.35,94.9,99.82,164.73,88.68,139.27,82.58
1979-09-30,1979-09-30,106.55,88.56,108.52,112.14,107.37,104.8,101.26,103.47,115.97,115.52,90.99,81.41,89.95,92.77,100.31,127.94,135.17,103.24,84.74,116.06,74.49,95.71,99.26,164.02,89.99,135.42,82.58
1979-10-31,1979-10-31,106.84,89.5,108.88,111.54,107.43,104.33,102.29,104.9,117.02,115.81,92.24,83.72,93.04,92.52,97.51,129.38,136.87,103.17,84.58,117.28,74.68,95.56,100.13,164.8,89.01,133.32,83.55
1979-11-30,1979-11-30,107.14,90.03,108.93,111.9,107.38,104.39,104.24,104.91,118.3,117.21,92.42,84.34,92.94,93.22,90.69,133.7,138.11,103.28,85.16,116.52,74.38,96.54,99.25,166.08,88.01,132.98,85.26
1979-12-31,1979-12-31,106.34,90.14,108.4,111.85,105.98,99.58,105.17,104.75,119,117.13,92.01,84.35,92.28,94.26,91.3,134.04,138.6,104.06,85.56,114.8,74.19,95.89,97.92,165.13,88.24,134.92,84.18
1980-01-31,1980-01-31,105.59,90.43,108.47,111.11,108.51,97.71,105.76,104.5,119.54,115.77,91.64,86.29,94.04,96.23,91.93,120.19,142.9,103.29,85.74,115.12,73.11,95.14,98.97,168.1,86.69,137.35,83.87
1980-02-29,1980-02-29,105.49,90.06,107.72,112.06,110.49,96.78,105.54,104.99,118.77,115.43,90.36,87.4,92.13,97.2,89.45,119.13,144.76,102.67,86.04,117.39,76.57,96.29,98.65,168.81,84.08,139.85,84.68
1980-03-31,1980-03-31,106.46,89.26,106.21,110.66,112.03,95.98,102.57,105.85,118.25,113.09,93.81,87.26,89.63,95.96,89.02,124.14,147.29,102.05,85.82,118.88,78.55,95.68,99.02,167.8,80.94,140.64,87.32
1980-04-30,1980-04-30,106.82,88.84,105.58,109.09,111.51,94.9,101.16,108.41,118.74,111.74,91.9,88.39,94.53,95.64,89.56,122.44,148.33,101.43,85.38,118.58,78.23,93.97,96.03,166.95,81.19,145.26,87.72
1980-05-31,1980-05-31,106.73,89.08,105.83,109.02,108.45,95.82,101.54,108.41,119.05,112.37,86.98,85.1,94.06,95.95,96.19,119.33,146.77,101.2,84.99,118.03,76.7,93.06,93.63,165.84,82.29,145.44,84.43
1980-06-30,1980-06-30,106.82,89.64,105.71,110.56,108.67,95.92,101.37,108.05,119.52,111.69,87.01,83.21,93.79,95.72,99.44,116.43,147.32,100.92,84.71,118.51,76.17,92.56,94.29,164.4,82.2,145.8,82.93
1980-07-31,1980-07-31,107.13,90.01,106.45,111.06,109.1,97.29,102.67,108.05,121.23,111.28,85.67,84.39,96.73,96.35,97.26,115.84,150.4,101.8,85.13,118.58,75.82,93.39,93.07,164.61,82.43,146.79,82.23
1980-08-31,1980-08-31,107.8,90.03,105.56,111.21,112.26,96.13,101.68,109.26,121.08,109.74,85.37,85.16,95.47,96.92,95.54,116.34,153.07,101.37,85.53,119.16,76.3,93.57,93.01,164.82,81.35,148.62,83.09
1980-09-30,1980-09-30,107.07,89.12,104.91,109.96,113.91,95.11,100.39,109.5,120.6,108.29,87.27,83.24,93.87,97.57,100.17,114.84,152.94,101.34,85.07,118.98,75.58,91.85,91.94,167.96,80.88,149.62,81.94
1980-10-31,1980-10-31,107.39,88.3,104.24,109.54,114.8,94.08,98.25,110.08,120.24,105.92,89.83,81.14,93.98,97.71,102.84,113.19,154.08,100.2,85.06,118.61,75.93,92.44,92.02,169.63,80.12,151.93,82.17
1980-11-30,1980-11-30,108.6,86.95,103.49,109.22,116.01,92.94,96.38,110.61,118.52,104.54,91.8,81.86,90.91,98.2,101.82,111.57,155.81,98.64,85.41,118.8,76.01,93.68,92.79,169.32,79.24,154.63,83.79
1980-12-31,1980-12-31,109.44,86.64,102.45,107.97,115.26,92.1,95.17,110.67,118.01,103.94,92.3,82.3,89.25,98.08,103.26,114.14,158.62,97.33,84.8,117.58,77.59,93.02,92.32,168,77.82,153.69,84.69
1981-01-31,1981-01-31,109.07,86.78,101.43,108.84,118.36,89.97,93.72,111.11,117.04,102.35,92.93,81.16,91.97,97.77,107,112.98,161.04,96.09,84.41,118.21,78.93,92.34,92.07,168.03,76.29,157.14,83.36
1981-02-28,1981-02-28,109.77,85.67,100.26,109.16,121.8,88.09,90.58,110.95,115.2,100.7,91.49,82.13,88.88,97.54,106.44,114.55,163.75,94.15,84.09,119.67,80.11,94.53,90.84,171.5,74.9,156.85,85.74
1981-03-31,1981-03-31,110.59,86.63,99.77,110.61,120.94,89.18,91.31,110.97,115.01,102.45,92.27,83.22,88.51,96.64,104.27,116.07,165.72,94.02,83.67,121.61,80.01,94.07,91.85,171.12,75.73,154.29,85.91
1981-04-30,1981-04-30,111.23,86.59,98.91,111.22,122.03,88.81,90.31,111.24,115.17,101.85,93.11,83.25,90.45,95.03,102.31,117.15,167.65,93.51,83.69,122.12,81.21,96.09,92.07,170.98,74.7,156.31,87.02
1981-05-31,1981-05-31,112.49,85.41,97.68,111.33,123.67,88.39,87.34,112.38,112.32,100.22,92.85,83.97,88.24,95.07,101.8,120.59,168.63,92.05,84.01,122.5,81.81,96.99,92.66,170.89,74.79,156.61,89.4
1981-06-30,1981-06-30,114.16,85.09,97.16,112.64,125.62,88.61,85.89,113.14,112.8,99.19,93.22,84.73,87.54,94.84,100.84,124.54,169.3,91.22,83.42,121.96,81.8,98.66,91.77,170.26,76.97,151.75,91.01
